Number,Title
5592,Prevalence and Predictive Factors of Concurrent Cervical Spinal Cord Compression in Adult Spinal Deformity:
5593,Prevalence and predictors of dropout from high-intensity interval training in sedentary individuals: A meta-analysis:
5594,Prevalence and predictors of higher-risk supplement use among collegiate athletes:
5595,Prevalence and severity of groin problems in Spanish football: A prospective study beyond the time-loss approach:
5596,Prevalence of and Risk Factors for Total Hip and Knee Replacement in Retired National Football League Athletes:
5597,Prevalence of Clinical Depression among Patients after Shoulder Stabilization: A Prospective Study:
5598,"Prevalence of Generalized Ligamentous Laxity in Patients Undergoing Hip Arthroscopy: A Prospective Study of Patients’ Clinical Presentation, Physical Examination, Intraoperative Findings, and Surgical Procedures:"
5599,Prevalence of knee osteoarthritis features on magnetic resonance imaging in asymptomatic uninjured adults: a systematic review and meta-analysis:
5600,Prevalence of objectively measured sedentary behavior in early years: Systematic review and meta-analysis:
5601,Prevalence of patellar tendinopathy and patellar tendon abnormality in male collegiate basketball players: A cross-sectional study:
5602,Prevalence of Risk for Exercise Dependence: A Systematic Review:
5603,Prevalence of sleep disorders and sleep problems in an elite super rugby union team:
5604,Prevalence of sports-related injuries in paralympic judo: An exploratory study:
5605,Prevalence of the metabolic syndrome between 1999 and 2014 in the United States adult population and the impact of the 2007–2008 recession: An NHANES study:
5606,Preventing catastrophic injury and death in collegiate athletes: Interassociation recommendations endorsed by 13 medical and sports medicine organisations:
5607,Prevention of lateral ankle sprains:
5608,Prevention of Nerve Root Thermal Injury Caused by Bipolar Cauterization Near the Nerve Roots:
5609,Preventive effects of l-glutamine on gestational fructose-induced cardiac hypertrophy: involvement of pyruvate dehydrogenase kinase-4:
5610,Previous high school participation in varsity sport and jump-landing biomechanics in adult recreational athletes:
5611,Primarily hip-borne load carriage does not alter biomechanical risk factors for overuse injuries in soldiers:
5612,Primary ACL reconstruction using the LARS device is associated with a high failure rate at minimum of 6-year follow-up:
5613,Primary Arthroscopic Repair of the Anterior Cruciate Ligament: A Systematic Review of Clinical Outcomes:
5614,"Primary Medial Patellofemoral Ligament Repair Versus Reconstruction: Rates and Risk Factors for Instability Recurrence in a Young, Active Patient Population:"
5615,Primary Monoblock Inset Reverse Shoulder Arthroplasty Resulted in Decreased Pain and Improved Function:
5616,Primary repair of the anterior cruciate ligament: real innovation or reinvention of the wheel?:
5617,Primary reverse shoulder arthroplasty in patients older than 80 years of age: Survival and outcomes:
5618,Primary reverse shoulder arthroplasty using contemporary implants is associated with very low reoperation rates:
5619,"Primed to perform: Comparing different pre-performance routine interventions to improve accuracy in closed, self-paced motor tasks:"
5620,Priming the motor cortex with anodal transcranial direct current stimulation affects the acute inhibitory corticospinal responses to strength training:
5621,Principles of Motor Learning to Support Neuroplasticity After ACL Injury: Implications for Optimizing Performance and Reducing Risk of Second ACL Injury:
5622,Prior cycling exercise does not prevent endothelial dysfunction after resistance exercise:
5623,Prior hip or knee prosthetic joint infection in another joint increases risk three-fold of prosthetic joint infection after primary total knee arthroplasty: A matched control study:
5624,Prior history of anterior cruciate ligament (ACL) reconstruction is associated with a greater risk of subsequent ACL injury in female collegiate athletes:
5625,Prior unilateral total hip arthroplasty does not influence the outcome of ipsilateral total knee arthroplasty:
5626,Problem gambling and associated mental health concerns in elite athletes: A narrative review:
5627,Procalcitonin and Neutrophil Lymphocyte Ratio after Spinal Instrumentation Surgery:
5628,"Professional advancement, performance, and injury characteristics of baseball players entering the Major League Baseball draft after treatment for shoulder injuries:"
5629,Professional Athletes Are at Higher Risk of Septic Arthritis After Anterior Cruciate Ligament Reconstruction: An Analysis of 4421 Consecutive Patients Including 265 Elite Athletes From the SANTI Study Group:
5630,"Professional Athletes Are Not at a Higher Risk of Infections After Anterior Cruciate Ligament Reconstruction: Incidence of Septic Arthritis, Additional Costs, and Clinical Outcomes From the French Prospective Anterior Cruciate Ligament Study (FAST) Cohort:"
5631,Professional Dancers Distinct Biomechanical Pattern during Multidirectional Landings:
5632,Professional soccer is associated with radiographic cam and pincer hip morphology:
5633,Proficiency-Based Training Using Simulator-Based Tools Could be Validated for Certification of Surgical Procedural Proficiency:
5634,Profile of Patients with Acute Low Back Pain Who Sought Emergency Departments: A Cross Sectional Study:
5635,Profiles of Psychological Adaptation Outcomes at Discharge From Spinal Cord Injury Inpatient Rehabilitation:
5636,Profiling Inflammatory Markers During the Competitive Season and Post Season in Collegiate Wrestlers:
5637,"Profiling movement and gait quality using accelerometry in children's physical activity: Consider quality, not just quantity:"
5638,Prognosis and prognostic factors of running-related injuries in novice runners: A prospective cohort study:
5639,Prognosis Following Hip Arthroscopy Varies in Professional Athletes Based on Sport:
5640,Prognostic Factors Associated with Bone Lymphoma Primarily Presenting in the Spine:
5641,Prognostic Factors for Patients with Undifferentiated High Grade Pleomorphic Sarcoma of the Spine:
5642,Prognostic Factors for Return to Sport After High Tibial Osteotomy: A Directed Acyclic Graph Approach:
5643,Prognostic factors for unfavourable outcomes of patients with spinal tuberculosis in a country with an intermediate tuberculosis burden: A multicentre cohort study:
5644,Prognostic impact of intra- and postoperative management of dural tear on postoperative complications in primary degenerative lumbar diseases:
5645,Prognostic utility of an magnetic resonance imaging-based classification for operative versus nonoperative management of ulnar collateral ligament tears: one-year follow-up:
5646,"Programme frequency, type, time and duration do not explain the effects of balance exercise in older adults: A systematic review with a meta-regression analysis:"
5647,Progressing rehabilitation after injury: Consider the ' control-chaos continuum':
5648,Progression in Youth Soccer: Selection and Identification in Youth Soccer Players Aged 13-15 Years:
5649,Progressive Decline in Daily and Social Activities: A 9-year Longitudinal Study of Participation in Myotonic Dystrophy Type 1:
5650,"Projections, where art thou: the state and future of the central amygdala:"
5651,ProjectRun21: Do running experience and running pace influence the risk of running injury—A 14-week prospective cohort study:
5652,Prologue to a Scope:
5653,Prolonged exercise training improves the acute type II muscle fibre satellite cell response in healthy older men:
5654,Prolonged low-frequency force depression is underestimated when assessed with doublets compared with tetani in the dorsiflexors:
5655,Prolonged monitoring of postprandial lipid metabolism after a western meal rich in linoleic acid and carbohydrates:
5656,"Prolonged rest, long-term dynamic balance, and gait in a mouse ankle-sprain model:"
5657,PROMIS CAT forms demonstrate responsiveness in patients following arthroscopic rotator cuff repair across numerous health domains:
5658,PROMIS Correlates with Legacy Outcome Measures in Patients with Neck Pain and Improves Upon NDI When Assessing Disability in Cervical Deformity:
5659,PROMIS Pain Interference Is Superior to the Likert Pain Scale for Pain Assessment in Spine Patients:
5660,PROMIS Physical Function Score Strongly Correlates with Legacy Outcome Measures in Minimally Invasive Lumbar Microdiscectomy:
5661,PROMIS physical function underperforms psychometrically relative to American Shoulder and Elbow Surgeons score in patients undergoing anatomic total shoulder arthroplasty:
5662,PROMIS: a valid and efficient outcomes instrument for patients with ACL tears:
5663,Promising early outcomes of a novel anatomic knee system:
5664,Promising outcomes of hip mosaicplasty by minimally invasive anterior approach using osteochondral autografts from the ipsilateral femoral head:
5665,Promoting additional activity in youth soccer: a half-longitudinal study on the influence of autonomy-supportive coaching and basic psychological need satisfaction:
5666,Promoting athlete welfare: A proposal for an international surveillance system:
5667,Promoting Exercise Adherence Through Groups: A Self-Categorization Theory Perspective:
5668,Promoting physical activity in rural Australian adults using an online intervention:
5669,PROMs in paediatric knee ligament injury: use the Pedi-IKDC and avoid using adult PROMs:
5670,Pronation or foot movement — What is important:
5671,Propensity-matched Comparison of Outcomes and Costs after Macroscopic and Microscopic Anterior Cervical Corpectomy Using a National Longitudinal Database:
5672,Properties and Function of the Medial Patellofemoral Ligament: A Systematic Review:
5673,Prophylactic Fixation Can Be Cost-effective in Preventing a Contralateral Bisphosphonate-associated Femur Fracture:
5674,Prophylactic fixation or surveillance: predicting subsequent displacement of lateral condyle of humeral fractures based on soft tissue swelling:
5675,Proprioceptive training and outcomes of patients with knee osteoarthritis: A meta-analysis of randomized controlled trials:
5676,Propulsive Forces Applied to the Body's Center of Mass Affect Metabolic Energetics Poststroke:
5677,Prospective bi-directional associations between sedentary time and physical activity with cognitive performance: a cohort study:
5678,Prospective Evaluation of Glenoid Bone Loss After First-time and Recurrent Anterior Glenohumeral Instability Events:
5679,Prospective evaluation of sleep improvement after cubital tunnel decompression surgery:
5680,Prospective Evaluation of the Patient Acceptable Symptom State to Identify Clinically Successful Anterior Cruciate Ligament Reconstruction:
5681,Prospective Observational Cohort Study of Health-related Quality of Life: Marked Adult Sagittal Deformity (ASD) in Comparison with Mild to Moderate ASD:
5682,Prospective randomized comparison of quality of regenerate in distraction osteogenesis of ring versus monolateral fixator in patients with infected nonunion of the tibia using digital radiographs and CT:
5683,Prospective randomized controlled trial for patch augmentation in rotator cuff repair: 24-month outcomes:
5684,Prospective randomized trial of standard versus highly crosslinked tibial polyethylene in primary posterior-stabilized total knee arthroplasty: Clinical and radiological follow-up at 2 to 11 years:
5685,Prospective study of biomechanical risk factors for second and third metatarsal stress fractures in military recruits:
5686,Prospectively Classifying Community Walkers After Stroke: Who Are They?:
5687,Prosthetic fungal infections:
5688,Protective effect of essential oil of cinnamomum verum bark on hepatic and renal toxicity induced by carbon tetrachloride in rats:
5689,Protein arginine methyltransferase biology in humans during acute and chronic skeletal muscle plasticity:
5690,Protein composition of the muscle mitochondrial reticulum during postnatal development:
5691,Protein kinase C? constrains the S-pathway to phrenic motor facilitation elicited by spinal 5-HT 7 receptors or severe acute intermittent hypoxia:
5692,Protein Metabolism in Active Youth: Not Just Little Adults:
5693,Protein Supplementation Does Not Augment Adaptations to Endurance Exercise Training:
5694,Protein to Maximize Whole-Body Anabolism in Resistance-trained Females after Exercise:
5695,Proven accuracy for a new dynamic gap measurement in navigated TKA:
5696,Provider attitudes and management regarding returning to drive after concussion:
5697,Proximal femur hounsfield units on CT colonoscopy correlate with dual-energy X-ray absorptiometry:
5698,Proximal fixation anterior to the lateral femoral epicondyle optimizes isometry in anterolateral ligament reconstruction:
5699,Proximal hamstring tendon avulsion injuries occur predominately in middle-aged patients with distinct gender differences: epidemiologic analysis of 263 surgically treated cases:
5700,Proximal humeral osteolysis and glenoid radiolucent lines in an anatomic shoulder arthroplasty: a comparison of a ceramic and a metal humeral head component:
5701,"Proximal, Distal, and Combined Fixation Within the Tibial Tunnel in Transtibial Posterior Cruciate Ligament Reconstruction: A Time-Zero Biomechanical Study In Vitro:"
5702,Proximity of the Coracoid Process to the Neurovascular Structures in Various Patient and Shoulder Positions: A Cadaveric Study:
5703,"Proximity of the Neurovascular Bundle During Posterior-Lateral Meniscal Repair: A Comparison of the Transpatellar, Anteromedial, and Anterolateral Portals:"
5704,Psychological Changes and Employment Outcomes after Kyphosis Correction in Patients with Ankylosing Spondylitis:
5705,Psychological characteristics of developing excellence in elite youth football players in English professional academies:
5706,Psychological factors and future performance of football players: A systematic review with meta-analysis:
5707,Psychological Readiness to Return to Sport Is Associated With Second Anterior Cruciate Ligament Injuries:
5708,Psychologically informed physical fitness practice in schools: A field experiment:
5709,Psychology of athletes' dual careers: A state-of-the-art critical review of the European discourse:
5710,Psychometric Evaluation of the Improved Work-Disability Functional Assessment Battery:
5711,Psychometric evaluation of the Patient-Reported Outcomes Measurement Information System (PROMIS) Physical Function and Pain Interference Computer Adaptive Test for subacromial impingement syndrome:
5712,"Psychometric Properties of Functional, Ambulatory, and Quality of Life Instruments in Lower Limb Amputees: A Systematic Review:"
5713,Psychometric Properties of Patient-Reported Outcome Measures for Periacetabular Osteotomy:
5714,Psychometric properties of patient-reported outcome questionnaires for patients with musculoskeletal disorders of the shoulder:
5715,Psychometric Properties of the Hindi Version of the Fear-Avoidance Beliefs Questionnaire in Patients with Chronic Non-Specific Low Back Pain:
5716,Psychometric Properties Study of the Oswestry Disability Index in a Spanish Population with Previous Lumbar Disc SurgeryHomogeneity and Validity:
5717,Psychosocial factors affecting outcomes after shoulder arthroplasty: a systematic review:
5718,Psychosocial factors affecting variation in patient-reported outcomes after elbow fractures:
5719,Psychosocial factors in low back pain: Letting go of our misconceptions can help management:
5720,Psychotherapy for mental health symptoms and disorders in elite athletes: A narrative review:
5721,Publish and be damned:
5722,Publons: The Next Step in Reviewer Recognition:
5723,"Pullout fixation for medial meniscus posterior root tears: clinical results were not age-dependent, but osteoarthritis progressed:"
5724,Pulmonary and respiratory muscle function in response to 10 marathons in 10 days:
5725,Pulmonary and Respiratory Muscle Function in Response to Marathon and Ultra-Marathon Running: A Review:
5726,Pulmonary vascular dysfunction in metabolic syndrome:
5727,Pulse Lavage Fails to Significantly Reduce Bone Marrow Content in Osteochondral Allografts: A Histological and DNA Quantification Study:
5728,Pulse wave reflection responses to bench press with and without practical blood flow restriction:
5729,Pulsed Electromagnetic Fields Reduce Interleukin-6 Expression in Intervertebral Disc Cells Via Nuclear Factor-?? and Mitogen-Activated Protein Kinase p38 Pathways:
5730,Pursed Lip Breathing Exercise to Reduce Shortness of Breath:
5731,Pushing and pulling with no end in sight! The role of cross-talk between different forms of respiratory plasticity in modifying sleep apnoea:
5732,Put out to pasture: What is our duty of care to the retiring professional footballer? Promoting the concept of the 'exit health examination' (EHE):
5733,"Putting the ‘we’ into workout: The association of identity leadership with exercise class attendance and effort, and the mediating role of group identification and comfort:"
5734,Pyruvate and lactate as local prognostic biomarkers of patient outcome after achilles tendon rupture:
5735,Quadriceps Impairment Is Associated with Gait Mechanics in Young Adults with Obesity:
5736,Quadriceps miR-542-3p and -5p are elevated in COPD and reduce function by inhibiting ribosomal and protein synthesis:
5737,Quadriceps tendon autograft for anterior cruciate ligament reconstruction is associated with high revision rates: results from the Danish Knee Ligament Registry:
5738,Quadriceps Tendon Graft for Anterior Cruciate Ligament Reconstruction: THE GRAFT OF THE FUTURE!:
5739,Quadriceps weakness associates with greater T1? relaxation time in the medial femoral articular cartilage 6 months following anterior cruciate ligament reconstruction:
5740,Quality Improvement of Magnetic Resonance Imaging for Musculoskeletal Infection in Children Results in Decreased Scan Duration and Decreased Contrast Use:
5741,Quality of Life and Life Satisfaction in Former Athletes: A Systematic Review and Meta-Analysis:
5742,Quality of Life in Males and Females with Idiopathic Scoliosis:
5743,Quality of Life Trajectories Among Stroke Survivors and the Related Changes in Caregiver Outcomes: A Growth Mixture Study:
5744,Quantification of Achilles and patellar tendon structure on imaging does not enhance ability to predict self-reported symptoms beyond grey-scale ultrasound and previous history:
5745,Quantification of aerobic determinants of performance in post-pubertal adolescent middle-distance runners:
5746,Quantification of Cardiorespiratory Fitness in Children with Obesity:
5747,Quantification of patient-level costs in outpatient total shoulder arthroplasty:
5748,Quantification of Risk Factors for Cervical Ossification of the Posterior Longitudinal Ligament in Korean Populations: A Nationwide Population-based Case-control Study:
5749,Quantifying activity levels after sport-related concussion using actigraph and mobile (mHealth) technologies:
5750,Quantifying Brain White Matter Microstructure of People with Lateral Ankle Sprain:
5751,Quantifying physical demands in the national basketball association—challenges around developing best-practice models for athlete care and performance:
5752,"Quantitative and Qualitative Assessment of Posterolateral Meniscal Anatomy: Defining the Popliteal Hiatus, Popliteomeniscal Fascicles, and the Lateral Meniscotibial Ligament:"
5753,Quantitative and Qualitative Assessment of the Posterior Medial Meniscus Anatomy: Defining Meniscal Ramp Lesions:
5754,Quantitative assessment of the pivot shift test with smartphone accelerometer:
5755,Quantitative Characteristics of Consecutive Lengthening Episodes in Early-onset Scoliosis (EOS) Patients with Dual Growth Rods:
5756,Quantitative Correction of Cervical Sagittal Deformity in Atlanto-Axial Dislocation:
5757,Quantitative Magnetic Resonance Imaging Analysis of the Common Site of Acute Achilles Tendon Rupture: 5 to 8 cm Above the Distal End of the Calcaneal Insertion:
5758,Quantitative risk factor analysis of postoperative dysphagia after anterior cervical discectomy and fusion (acdf) using the eating assessment tool-10 (eat-10):
5759,Quantitative Synthesis of Timed 25-Foot Walk Performance in Multiple Sclerosis:
5760,Quantitative T2 mapping-based tendon healing is related to the clinical outcomes during the first year after arthroscopic rotator cuff repair:
5761,Quantitative tests reveal that microtubules tune the healthy heart but underlie arrhythmias in pathology:
5762,Questions and answers about conducting systematic reviews in sport and exercise psychology:
5763,RAAS inhibitors directly reduce diabetes-induced renal fibrosis via growth factor inhibition:
5764,Racial and Ethnic Differences in Obesity in People With Spinal Cord Injury: The Effects of Disadvantaged Neighborhood:
5765,Racial Differences in Discharge Location After a Traumatic Brain Injury Among Older Adults:
5766,Radiocapitellar arthroplasty: a consecutive case series with 2 to 6 years’ follow-up:
5767,Radiofrequency microtenotomy: a promising method for treatment of rotator cuff tendinopathy:
5768,Radiographic images are inapplicable for a precise evaluation of the femoral tunnel position following MPFL reconstruction:
5769,Radiographic Landmarks for Femoral Tunnel Positioning in Lateral Extra-articular Tenodesis Procedures:
5770,Radiographic Landmarks for the Anterior Attachment of the Medial Patellofemoral Complex:
5771,Radiographic Osteoarthritis Prevalence over Ten Years after Anterior Cruciate Ligament Reconstruction:
5772,Radiographic outcomes of impaction-grafted standard-length humeral components in total shoulder and ream-and-run arthroplasty: is stress shielding an issue?:
5773,Radiographic Prevalence of Sacroiliac Joint Abnormalities and Clinical Outcomes in Patients With Femoroacetabular Impingement Syndrome:
5774,Radiographic Prevalence of Symphysis Pubis Abnormalities and Clinical Outcomes in Patients With Femoroacetabular Impingement Syndrome:
5775,Radiographic restoration of native anatomy: a comparison between stemmed and stemless shoulder arthroplasty:
5776,Radiographically occult medial cuneiform impaction fracture:
5777,Radiologic and Clinical Outcomes After Hamstring Anterior Cruciate Ligament Reconstruction Using an Adjustable-Loop Cortical Suspension Device With Retensioning and Knot Tying:
5778,Radiological Characteristics and Clinical Outcome of Ossification of Posterior Longitudinal Ligament Involving C2 after Posterior Laminoplasty and Instrumented Fusion Surgery:
5779,Radiological grading of osteoarthritis on Rosenberg view has a significant correlation with clinical outcomes after medial open-wedge high-tibial osteotomy:
5780,Radiostereometric Analysis Permits in Vivo Measurement of Very Small Levels of Wear in TKA:
5781,Raising an Active and Healthy Generation: A Comprehensive Public Health Initiative:
5782,Ralph Coonrad—1923-2019:
5783,Raman Biomarkers Are Associated with Cyclic Fatigue Life of Human Allograft Cortical Bone:
5784,Ramp and step increases in shear stress result in a similar magnitude of brachial artery flow-mediated dilation:
5785,Ramp lesions are frequently missed in ACL-deficient knees and should be repaired in case of instability:
5786,Ramp lesions of the medial meniscus are associated with a higher grade of dynamic rotatory laxity in ACL-injured patients in comparison to patients with an isolated injury:
5787,Randomized Controlled Trial of a Telephone-Delivered Physical Activity and Fatigue Self-management Interventions in Adults With Multiple Sclerosis:
5788,Randomized Controlled Trial of an Online Problem-Solving Intervention Following Adolescent Traumatic Brain Injury: Family Outcomes:
5789,Randomized Controlled Trials for Geriatric Hip Fracture Are Rare and Underpowered: A Systematic Review and a Call for Greater Collaboration:
5790,Randomized Trial of Sacroiliac Joint Arthrodesis Compared with Conservative Management for Chronic Low Back Pain Attributed to the Sacroiliac Joint:
5791,Rapid radiochemical filter paper assay for determination of hexokinase activity and affinity for glucose-6-phosphate:
5792,Rapidly destructive arthropathy of shoulder joint:
5793,Rapsyn facilitates recovery from desensitization in fetal and adult acetylcholine receptors expressed in a muscle cell line:
5794,Rasch Analysis of Postconcussive Symptoms: Development of Crosswalks and the Brain Injury Symptom Scale:
5795,"Rasch analysis of the Disabilities of the Arm, Shoulder and Hand (DASH) instrument in patients with a humeral shaft fracture:"
5796,Rasch analysis of the Forgotten Joint Score in patients undergoing knee arthroplasty:
5797,Rat mesenteric small artery neurogenic dilatation is predominantly mediated by ß1-adrenoceptors in vivo:
5798,Rate of Return to Sport and Functional Outcomes After Bilateral Hip Arthroscopy in High-Level Athletes:
5799,"Rates of Adverse Outcomes and Revision Surgery After Anterior Cruciate Ligament Reconstruction: A Study of 104,255 Procedures Using the National Hospital Episode Statistics Database for England, UK:"
5800,Rates of revision and surgeon-reported graft rupture following ACL reconstruction: early results from the New Zealand ACL Registry:
5801,Rating of perceived challenge as a measure of internal load for technical skill performance:
5802,Rating of Perceived Effort: Methodological Concerns and Future Directions:
5803,Rats with higher intrinsic exercise capacities exhibit greater preoptic dopamine levels and greater mechanical and thermoregulatory efficiencies while running:
5804,Razor hamstring curl and Nordic hamstring exercise architectural adaptations: Impact of exercise selection and intensity:
5805,"Re: Early Physical Therapy for Acute Low Back Pain May Not Reduce Health Services Utilization, Costs, and Opioid Use:"
5806,Reactance and elastance as measures of small airways response to bronchodilator in asthma:
5807,Reactive Strength Index and Knee Extension Strength Characteristics Are Predictive of Single-Leg Hop Performance After Anterior Cruciate Ligament Reconstruction:
5808,"Readmissions, length of stay, and mortality after primary surgery for adult spinal deformity: A 10-year danish nationwide cohort study:"
5809,"Ready, set, go: Cortical hemodynamics during self-controlled sprint starts:"
5810,Real-Time Assessment of Femoroacetabular Motion Using Radial Gradient Echo Magnetic Resonance Arthrography at 3 Tesla in Routine Clinical Practice: A Pilot Study:
5811,Real-time feedback on mechanical power output: Facilitating crew rowers’ compliance with prescribed training intensity:
5812,Real-Time Monitoring with a Controlled Advancement Drill May Decrease Plunge Depth:
5813,Reasons and predictors of discontinuation of running after a running program for novice runners:
5814,Reasons for Litigation in Arthroplasty Infections and Lessons Learned:
5815,Reattachment of the superior peroneal retinaculum versus the bone block procedure for the treatment of recurrent peroneal tendon dislocation: two safe and effective techniques:
5816,Recent data from radiofrequency denervation trials further emphasise that treating nociception is not the same as treating pain:
5817,Recent Increase in the Rate of Spinal Infections May be Related to Growing Substance-use Disorder in the State of Washington: Wide Population-based Analysis of the Comprehensive Hospital Abstract Reporting System (CHARS) Database:
5818,Reciprocal Change in Sagittal Profiles after Adolescent Idiopathic Scoliosis Surgery with Segmental Pedicle Screw Construct: A Full-body X-ray Analysis:
5819,Reciprocal Changes in Cervical Alignment after Thoracolumbar Arthrodesis for Adult Spinal Deformity:
5820,"Reciprocal effects model of Children's physical activity, physical self-concept, and enjoyment:"
5821,Recognition of evolving medial patellofemoral anatomy provides insight for reconstruction:
5822,Recognizing the research participants behind the numbers: ‘‘Every line of data is a story’’:
5823,Recommendations for hamstring injury prevention in elite football: Translating research into practice:
5824,"Recommendations in Post-exercise Hypotension: Concerns, Best Practices and Interpretation:"
5825,Recommending goals and supporting needs: An intervention to help physical education teachers communicate their expectations while supporting students’ psychological needs:
5826,Reconsidering Strategies for Managing Chronic Periprosthetic Joint Infection in Total Knee Arthroplasty: Using Decision Analytics to Find the Optimal Strategy between One-Stage and Two-Stage Total Knee Revision:
5827,"Reconstruction of a chronic, isolated, myotendinous rupture of the short-head component of the distal biceps tendon:"
5828,Reconstruction of acetabular defects with porous tantalum shells and augments in revision total hip arthroplasty at ten-year follow-up:
5829,Reconstruction of chronic proximal hamstring avulsion injuries using ipsilateral distal hamstring tendons results in good clinical outcomes and patient satisfaction:
5830,Reconstruction of the medial patellofemoral ligament and reinforcement of the medial patellotibial ligament is an effective treatment for patellofemoral instability with patella alta:
5831,Reconstruction of the pelvic ring after total en bloc sacrectomy using a 3D-printed sacral endoprosthesis with re-establishment of spinopelvic stability: A retrospective comparative study:
5832,Reconstruction of the Superior Glenoid Labrum With Biceps Tendon Autograft: A Cadaveric Biomechanical Study:
5833,Recovery following rugby union matches: Effects of cold water immersion on markers of fatigue and damage:
5834,Recovery from Strenuous Downhill Running in Young and Older Physically Active Adults:
5835,Recovery of blood flow regulation in microvascular resistance networks during regeneration of mouse gluteus maximus muscle:
5836,Recovery of force–time characteristics after Australian rules football matches: Examining the utility of the isometric midthigh pull:
5837,"Recovery time profiling after short-, middle-and long-distance swimming performance:"
5838,Recreational and ergogenic substance use and substance use disorders in elite athletes: A narrative review:
5839,Recreational football is medicine against non-communicable diseases: A systematic review:
5840,Recruitment of non-perfused sublingual capillaries increases microcirculatory oxygen extraction capacity throughout ascent to 7126 m:
5841,Recurrence of Patellar Instability in Adolescents Undergoing Surgery for Osteochondral Defects Without Concomitant Ligament Reconstruction:
5842,Recurrent patellar dislocations: trochleoplasty improves the results of medial patellofemoral ligament surgery only in severe trochlear dysplasia:
5843,Recurrent patellofemoral instability rates after MPFL reconstruction techniques are in the range of instability rates after other soft tissue realignment techniques:
5844,Redifferentiated Chondrocytes in Fibrin Gel for the Repair of Articular Cartilage Lesions:
5845,Reduced Active Muscle Stiffness after Intermittent Submaximal Isometric Contractions:
5846,Reduced bone activity in the native compartments after medial mobile-bearing unicompartmental knee arthroplasty. A prospective SPECT/CT study:
5847,Reduced computational modelling of Kölliker-Fuse contributions to breathing patterns in Rett syndrome:
5848,"Reduced corticospinal responses in older compared with younger adults during submaximal isometric, shortening, and lengthening contractions:"
5849,Reduced deformability contributes to impaired deoxygenation-induced ATP release from red blood cells of older adult humans:
5850,Reduced exercise ventilatory efficiency in adults with cystic fibrosis and normal to moderately impaired lung function:
5851,Reduced frequency of resistance-type exercise training promotes adaptation of the aged skeletal muscle microenvironment:
5852,Reduced myogenic and increased adipogenic differentiation capacity of rotator cuff muscle stem cells:
5853,Reduced opiate use after total knee arthroplasty using computer-assisted cryotherapy:
5854,Reduced opioid requirements following unicompartmental knee arthroplasty compared with total knee arthroplasty:
5855,"Reduced Revision Risk for Dual-Mobility Cup in Total Hip Replacement Due to Hip Fracture: A Matched-Pair Analysis of 9,040 Cases from the Nordic Arthroplasty Register Association (NARA):"
5856,Reduced trunk coupling in persons with recurrent low back pain is associated with greater deep-to-superficial trunk muscle activation ratios during the balance-dexterity task:
5857,Reducing aerodynamic drag by adopting a novel road-cycling sprint position:
5858,Reducing Surgical Site Infections in Spine Tumor Surgery: A Comparison of Three Methods:
5859,Reducing the back overuse-related risks in alpine ski racing: Let's put research into sports practice:
5860,Reducing the Effects of Hospital-Associated Deconditioning: Postacute Care Treatment Options for Patients and Their Caregivers:
5861,Reduction of Physiological Strain Under a Hot and Humid Environment by a Hybrid Cooling Vest:
5862,Reductions in Race and Ethnic Disparities in Hospital Readmissions Following Total Joint Arthroplasty from 2005 to 2015:
5863,Re-engaging local youth for sustainable sport-for-development:
5864,Re-examination of accelerometer data processing and calibration for the assessment of physical activity intensity:
5865,Reflecting on Eliud Kipchoge’s Marathon World Record: An Update to Our Model of Cooperative Drafting and Its Potential for a Sub-2-Hour Performance:
5866,Reflex response to airway occlusion in human inspiratory muscles when recruited for breathing and posture:
5867,Regarding High-Intensity Interval Training and Left Ventricular Mechanics:
5868,Regenerative solutions BRIDGING the TRANSLATIONAL GAP:
5869,Regional airflow obstruction after bronchoconstriction and subsequent bronchodilation in subjects without pulmonary disease:
5870,Regional and muscle-specific adaptations in knee extensor hypertrophy using flywheel versus conventional weight-stack resistance exercise:
5871,Regional characteristics of cortical bone quality in the proximal humerus of postmenopausal women: a preliminary study:
5872,Regional differences in Ca2+ entry along the proximal-middle-distal muscle axis during eccentric contractions in rat skeletal muscle:
5873,Regional differences in facial skin blood flow responses to thermal stimulation:
5874,Regional Differences in the Cost and Utilization of Nonoperative Management Within 3 Months Prior to Lumbar Microdiscectomy:
5875,Regional distribution of chest wall displacements in infants during high-frequency ventilation:
5876,Regional Lymph Node Involvement Is Associated with Poorer Survivorship in Patients with Chondrosarcoma: A SEER Analysis:
5877,Regional or General Anesthesia in the Surgical Treatment of Distal Radial Fractures: A Randomized Clinical Trial:
5878,Regional pulmonary perfusion patterns in humans are not significantly altered by inspiratory hypercapnia:
5879,Regional Vastus Medialis and Vastus Lateralis Activation in Females with Patellofemoral Pain:
5880,Region-specific differences and areal interactions underlying transitions in epileptiform activity:
5881,Regulation of Body Temperature by Autonomic and Behavioral Thermoeffectors:
5882,Regulation of cardiomyocyte maturation during critical perinatal window:
5883,Regulation of Hepatic Follistatin Expression at Rest and during Exercise in Mice:
5884,Regulation of musculoskeletal tissues in ageing and health: the human perspective – Celebrating the research of Professor Mike Rennie:
5885,Regulation of Ribosome Biogenesis during Skeletal Muscle Hypertrophy:
5886,Regulatory own goals: the unintended consequences of economic regulation in professional football:
